item_no,descr,item_vend_no,prc_1,lst_cost,categ_cod,subcat_cod,addl_descr_1,addl_descr_2,addl_descr_3,prof_alpha_1,prof_alpha_2,prof_alpha_3,nam,phone_1,ap_vend_no,vend_descr,vend_item_no,barcod,qty_on_hnd,lst_recv_dat,lst_sal_dat
23677,My Favorite Things,444,35,19.95,BOOKS,DESIGN,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,My Favorite Things,9780062122971,,1,12/16/14,6/21/15
23492,Cube Neclkace Jasper,391,88,39,JEWELRY,NECKLACES,,,,,,,Cursive Design,,,Cube Neclkace Jasper,SS12-001 JASPER,,1,12/12/14,4/10/15
23597,Love Has Many Faces CD signed,404,250,249.99,BOOKS,EVENTS,,,,Joni Mitchell,,,Warner,,,Love Has Many Faces CD signed,R2    544846,,1,12/10/14,11/6/14
23553,Francis Upritchard Potato Poem,667,46,27.6,BOOKS,CONTEMP,,,,,,,IDEA BOOKS C/O GALGIANI,,,Francis Upritchard Potato Poem,9784902943832,,1,12/5/14,2/26/15
23725,Hannahs Night,444,17.95,10.23,BOOKS,CHILDREN,,,,Komako Sakai,,,BAKER & TAYLOR CO.,800-775-1700,,Hannahs Night,9781877579547,,1,12/5/14,4/3/15
22974,Give More Tshirt S,351,30,15,APPAREL,,,,,,,,Jim Hodges Studio,,,Give More Than You Shirt S,NAVY,,1,12/2/14,12/6/14
23668,Floral Menorah notecard,408,4.5,2.25,STATIONERY,NOTECARD,,,,,,,Rifle Paper Co.,,,Floral Menorah notecard,GCX026,,1,12/2/14,12/18/14
23347,Rose Nolan RUOK candle,106,30,14.4065,HOME,DECOR,,,,,,,Third Drawer Down,,,Rose Nolan RUOK candle,TSE-RUOK,,1,11/21/14,11/15/14
20568,Neutra Comp Works,38228,69.99,38.49,BOOKS,ARCH,Taschen,,,,,,TASCHEN/INGRAM,,,Neutra Comp Works,9783836512442,,1,11/20/14,12/30/14
23642,A Decade of Country Hits,2525,39.95,21.9725,BOOKS,CONTEMP,,,,,,,RAM PUBLICATIONS USA,,,A Decade of Country Hits,9789490322403,,1,11/19/14,12/19/14
23679,Teddy Bear Erik Can Der Weijde,667,12,7.2,BOOKS,PHOTO,,,,,,,IDEA BOOKS C/O GALGIANI,,,Teddy Bear Erik Can Der Weijde,,,1,11/18/14,3/18/15
23682,Holding Emptiness - Marina Abr,667,56,33.6,BOOKS,CONTEMP,,,,Marina Abromavic,,,IDEA BOOKS C/O GALGIANI,,,Holding Emptiness - Marina Abr,9788494216923,,1,11/18/14,1/2/15
22881,The Gobblings,9619095,18.95,9.481,BOOKS,CHILDREN,,,,,,,SCB DISTRIBUTORS,,,The Gobblings,9781935548607,,1,11/14/14,2/8/15
23482,Tithonus,390,18,15,BOOKS,EVENTS,,,,Alice Oswald,,,Alice Oswald,,,Tithonus,,,1,11/14/14,10/15/14
23623,New Portable Architecture,1208,59.95,33.572,BOOKS,ARCH,,,,,,,DAP/Perseus,800-343-4499,,New Portable Architecture,9788415967231,,1,11/14/14,12/11/14
23495,Supermoon Necklace Dalm Jasper,391,88,39,JEWELRY,NECKLACES,,,,,,,Cursive Design,,,Supermoon Necklace Dalm Jasper,SS14-007 JASPER 18'',,1,11/13/14,12/18/14
23648,Abitare Nov 2014,90301,17,12.41,BOOKS,MAG,,,,,,,"SPEEDIMPEX USA, INC.",,,Abitare Nov 2014,,,1,11/12/14,5/8/15
22334,Kim Gordon Is It My Body,2525,22,12.1,BOOKS,CONTEMP,,,,,,,RAM PUBLICATIONS USA,,,Kim Gordon Is It My Body,9783956790386,,1,11/7/14,11/2/14
23617,Artforum Nov 2014,9030,10,7,BOOKS,MAG,,,,,,,ARMADILLO & CO.,,,Artforum Nov 2014,,,1,10/30/14,3/21/15
22443,Make Great Art,218,19.95,10.773,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Make Great Art,9781856697866,,1,10/28/14,11/16/14
22450,Taro Gomi's Puzzles,218,14.99,8.1,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Taro Gomi's Puzzles,9781452108391,,1,10/28/14,2/24/15
23566,In This Book,218,17.99,9.7146,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,In This Book,9781452125886,,1,10/28/14,3/4/15
23587,Other Planes of There,8223,29.95,17.97,BOOKS,ART CRIT,,,,,,,DUKE UNIVERSITY PRESS,888-387-5687,,Other Planes of There,9780822357032,,1,10/28/14,2/27/15
20397,Car Country,503,40,13.7225,BOOKS,GENERAL,,,,Wells,,,HOPKINS FULFILLMENT SERVICE,,,Car Country,9780295992150,,1,10/23/14,5/24/15
23321,ikazaki sm orange notebook,377,9,3.306,STATIONERY,JOURNALS,,,,,,,Ikazaki Shachu,,,ikazaki sm orange notebook,WP-S ORANGE,,1,10/23/14,6/5/15
23473,Peter and the Wold,1208,24.95,13.7225,BOOKS,CHILDREN,,,,,,,DAP/Perseus,800-343-4499,,Peter and the Wold,9780642334404,,1,10/23/14,5/31/15
23476,Sophie Taeuber-Arp,226,75,45,BOOKS,CONTEMP,,,,,,,UNIV OF CHICAGO PRESS,,55050,Sophie Taeuber-Arp,9783858817570,,1,10/23/14,6/4/15
23542,Coming Going,218,16.95,9.3225,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Coming Going,9781849761611,,1,10/23/14,12/23/14
23549,Frans Hals,218,125,66.25,BOOKS,DUTCH,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Frans Hals,9780714967557,,1,10/23/14,
23563,Meindertsma: Pig 05049,667,64.5,38.7,BOOKS,CONTEMP,,,,,,,IDEA BOOKS C/O GALGIANI,,,Meindertsma: Pig 05049,9789081241311,,1,10/23/14,6/27/15
23545,Josef Albers: minimal means,1208,65,33.15,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Josef Albers: minimal means,9788415691747,,1,10/21/14,3/18/15
20594,Popular Lies About Graphic Des,184,16.95,8.81,BOOKS,DESIGN,,,,Graphic Design,,,Actar Distribution,,,Popular Lies About Graphic Des,9788415391357,,1,10/17/14,10/22/14
22704,Dog blabla,139,42,22,KIDS MERCH,DOLL,,,,BLABLA,401,,BLABLA,,,Dog blabla,,,1,10/17/14,2/12/15
19167,Piecing Together Los Angeles,1208,34.95,17.475,BOOKS,,,Esther McCoy Reader,,Esther McCoy,,,DAP/Perseus,800-343-4499,,Piecing Together Los Angeles,9780615528236,,1,10/16/14,2/24/15
23388,Shooting Space,218,79.95,42.3735,BOOKS,ARCH,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Shooting Space,9780714867427,,1,10/16/14,10/2/14
23390,Resonant Space: Alejandro Oter,218,50,28,BOOKS,CONTEMP,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Resonant Space: Alejandro Oter,9788874396658,,1,10/16/14,
23411,Art or Sound,1208,95,47.5,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Art or Sound,9788887029567,,1,10/16/14,
23416,Kurt Schwitters: Artist Philos,1208,16.95,8.475,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Kurt Schwitters: Artist Philos,9781972794526,,1,10/16/14,12/16/14
23430,Bad Day 18,90301,12,8.4,BOOKS,MAG,,,,,,,"SPEEDIMPEX USA, INC.",,,Bad Day 18,,,1,10/16/14,12/18/14
23478,Mid-Century Modern Complete,218,125,68.75,BOOKS,DESIGN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Mid-Century Modern Complete,9781519713965,,1,10/16/14,12/21/14
22981,Flowers & Birds Dark Sock SM,314,22,8.3412,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Flowers & Birds Dark Sock SM,FL2 01 39/41,,1,10/14/14,5/28/15
22983,Horses & House Dark Sock SM,314,22,8.3412,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Horses & House Dark Sock SM,FL4 01 39/41,,1,10/14/14,4/25/15
22984,Grey Wallpaper Sock SM,314,22,8.3412,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Grey Wallpaper Sock SM,FL3 01 39/41,,1,10/14/14,6/23/15
22985,Orange Argyle Sock SM,314,22,8.3412,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Orange Argyle Sock SM,BL1 02 39/41,,1,10/14/14,5/30/15
22986,Grey Rectangle Sock SM,314,22,8.3412,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Grey Rectangle Sock SM,BL2 01 39/41,,1,10/14/14,6/13/15
22987,Birds Dark Sock SM,314,22,8.3412,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Birds Dark Sock SM,BL3 01 39/41,,1,10/14/14,4/26/15
22988,Dark Blue Dots Sock SM,314,22,8.3412,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Dark Blue Dots Sock SM,BL4 01 39/41,,1,10/14/14,6/28/15
22989,Blue Rectangle Sock SM,314,22,8.3412,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Blue Rectangle Sock SM,BL2 02 39/41,,1,10/14/14,5/3/15
23407,Pope L Renaissance Society,226,45,27,BOOKS,CONTEMP,,,,,,,UNIV OF CHICAGO PRESS,,55050,Pope L Renaissance Society,9780226200064,,1,10/10/14,6/4/15
23420,People of the 21st Century,218,35,18.55,BOOKS,PHOTO,,,,Hans Eijkelboom,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,People of the 21st Century,9780714867151,,1,10/10/14,1/24/15
23451,Still Lifes Anne Collier,130,14,7,BOOKS,CONTEMP,,,,,,,Wood Kusaka Studio,310.425.8455,,Still Lifes Anne Collier,,,1,10/9/14,4/10/15
23452,Cardboard Masks Mark Grotjahn,130,14,7,BOOKS,CONTEMP,,,,,,,Wood Kusaka Studio,310.425.8455,,Cardboard Masks Mark Grotjahn,,,1,10/9/14,1/17/15
23457,Forever I'll Be Here,9075339,29.95,17.07,BOOKS,CONTEMP,,,,Marci Washington,,,GINGKO PRESS,,,Forever I'll Be Here,9781584235156,,1,10/9/14,5/12/15
23458,Helmut Jahn Process Progress,9075339,49.95,28.47,BOOKS,CONTEMP,,,,,,,GINGKO PRESS,,,Helmut Jahn Process Progress,9781584235118,,1,10/9/14,
23423,Pornotopia,166,29.95,16.173,BOOKS,ART CRIT,,,,,,,TriLiteral,8004051619,580623,Pornotopia,9781935408482,,1,10/7/14,3/13/15
23263,This Changes Everything,671,30,16.2,BOOKS,EVENTS,,,,,,,SIMON & SCHUSTER,,,This Changes Everything,9781451697384,,1,10/6/14,10/8/14
22557,Kandy tea,325,16,7.2,HOME,EDIBLES,,,loose leaf/tin,,,,Smith Tea,,,Kandy tea,47200,,1,9/26/14,3/18/15
23364,Photography in Japan 1853-1912,379,39.95,19.975,BOOKS,PHOTO,,,,,,,Tuttle Publishing,800 748 5895,,Photography in Japan 1853-1912,9784805313114,,1,9/26/14,11/18/14
23386,Rite of Passage,2525,46,25.3,BOOKS,CONTEMP,,,,"otto muehl, nitsch, brus",,,RAM PUBLICATIONS USA,,,Rite of Passage,9783864420979,,1,9/26/14,11/28/14
22586,Edger Degas Drawing and Pastel,226,39.95,19.975,BOOKS,IMPRESS,,core AHMC greg,,Christopher Llyod,,,UNIV OF CHICAGO PRESS,,55050,Edger Degas Drawing and Pastel,9781606063279,,1,9/25/14,9/19/14
23110,Flower Collar Warm Brass,332,520,250,JEWELRY,EARRINGS,,Hannah K,,,,,Hannah Keefe,,,Flower Collar Warm Brass,HL512,,1,9/25/14,
23208,Smoked Salt 4 oz. Package,322,16,7.5,HOME,EDIBLES,,,,,,,Jacobsen Sea Salt,,,Smoked Salt 4 oz. Package,,,1,9/25/14,6/19/15
23373,Ghosts In The House,444,7.99,4.545,BOOKS,CHILDREN,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Ghosts In The House,9781596437258,,1,9/25/14,4/26/15
23298,"Dot, Make Your Mark",394,24.99,12.495,BOOKS,CHILDREN,,,,,,,"RANDOM HOUSE, INC.",800-726-0600,,"Dot, Make Your Mark",9780763669784,,1,9/12/14,3/21/15
23216,"Andro Wekua, Gems Survey",321,40,24,BOOKS,CONTEMP,,,,,,,Karma,917-675-7508,,"Andro Wekua, Gems Survey",,,1,9/11/14,1/17/15
23290,Jack Pierson Tomorrow's Man,1208,35,21,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Jack Pierson Tomorrow's Man,9780920293911,,1,9/10/14,12/10/14
23291,Colita,1208,45,24.75,BOOKS,PHOTO,,,,,,,DAP/Perseus,800-343-4499,,Colita,9788415118770,,1,9/10/14,11/4/14
23277,Ikes Incredible Ink,444,16.99,9.68,BOOKS,CHILDREN,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Ikes Incredible Ink,9780763662967,,1,9/9/14,2/22/15
23281,Vincent Van Gogh & the Colors,444,19,10.83,BOOKS,CHILDREN,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Vincent Van Gogh & the Colors,9780802853905,,1,9/9/14,12/30/14
23239,Cat Says Meow,218,12.99,7.02,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Cat Says Meow,9781452112343,,1,9/4/14,4/26/15
23241,Presto Change-o,218,16.99,9.175,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Presto Change-o,9782848019444,,1,9/4/14,11/5/14
23245,Animal Family,6,17.99,8.995,BOOKS,CHILDREN,,,,,,,HARPERCOLLINS PUBLISHERS,800-237-5534,10335482,Animal Family,9780062050885,,1,9/4/14,6/13/15
23246,Bat Poet,6,7.99,3.995,BOOKS,CHILDREN,,sendak,,jarrell,,,HARPERCOLLINS PUBLISHERS,800-237-5534,10335482,Bat Poet,9780062059055,,1,9/4/14,9/6/14
23233,U is for Underwear,679,9.95,5.373,BOOKS,CHILDREN,,,,,,,RANDOM HOUSE,,,U is for Underwear,9781576876909,,1,9/2/14,1/10/15
23235,Odd Duck,444,15.99,9.11,BOOKS,CHILDREN,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Odd Duck,9781596435575,,1,9/2/14,5/19/15
23187,Lyonel Feininger,1208,70,38.5,BOOKS,DESIGN,,,,,,,DAP/Perseus,800-343-4499,,Lyonel Feininger,9783866788251,,1,8/28/14,1/20/15
23195,Multinational Vampires,166,14.95,8.073,BOOKS,ART CRIT,,,,,,,TriLiteral,8004051619,580623,Multinational Vampires,9781584351344,,1,8/27/14,11/2/14
23197,Exhibition,166,24.95,13.473,BOOKS,ART CRIT,,,,,,,TriLiteral,8004051619,580623,Exhibition,9780262526586,,1,8/27/14,5/1/15
22365,Edvard Munch: A Genius of Prin,1208,70,38.5,BOOKS,PRINTS,Hatje Cantz,,,Gerd Woll,,,DAP/Perseus,800-343-4499,,Edvard Munch: A Genius of Prin,9783775737012,,1,8/19/14,9/4/14
22612,Edward Hopper Paints His World,312,17.99,9.7146,BOOKS,CHILDREN,,,,,,,MPS,888-330-8477,136115,Edward Hopper Paints His World,9780805087529,,1,8/19/14,3/31/15
22965,Yayoi Kusama: I Who Have Arriv,1208,55,30.25,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Yayoi Kusama: I Who Have Arriv,9780989980937,,1,8/19/14,1/28/15
23154,two hearts congrats notecard,360,5,2.35,STATIONERY,NOTECARD,,,,,,,Anemone Letterpress,6262009693,,two hearts congrats notecard,1605,,1,8/19/14,6/28/15
23157,yellow & grey pattern notecard,360,5,2.35,STATIONERY,NOTECARD,,,,,,,Anemone Letterpress,6262009693,,yellow & grey pattern notecard,1801,,1,8/19/14,3/13/15
23169,Landmarks: The Modern Home,1208,60,33,BOOKS,ARCH,,,,,,,DAP/Perseus,800-343-4499,,Landmarks: The Modern Home,9783775738033,,1,8/19/14,4/28/15
23122,Barbara Kruger: Believe & Doub,1208,55,30.25,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Barbara Kruger: Believe & Doub,9783863355333,,1,8/12/14,10/21/14
23126,Dieter Roth: Processing the Wo,667,36.5,21.9,BOOKS,DESIGN,,,,,,,IDEA BOOKS C/O GALGIANI,,,Dieter Roth: Processing the Wo,9782840667018,,1,8/12/14,1/31/15
23114,CA dogface notecard,355,4.5,2,STATIONERY,NOTECARD,,,,,,,Small Adventure,,,CA dogface notecard,FG-178,,1,8/8/14,3/13/15
23086,Living and Sustaining a Creati,226,35.5,21.3,BOOKS,ART CRIT,,,,,,,UNIV OF CHICAGO PRESS,,55050,Living and Sustaining a Creati,9781783200122,,1,8/7/14,8/8/14
21868,vacation keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,vacation keychain,,,1,8/6/14,5/13/15
19562,And the Pursuit of Hapiness,14,29.95,14.975,BOOKS,DESIGN,,GDN,,Maira Kalman,,,PENGUIN GROUP,1005194-Gift account susa,,And the Pursuit of Hapiness,9781594202674,,1,8/5/14,12/26/14
22902,Hammer Hat Butter,248,22,10.95,HAMMER MER,,,,,,,,Ellen's Silkscreening,,,Hammer Hat Butter,GWT THREAD 1603,,1,7/31/14,6/28/15
22914,Hammer Hat White,248,22,10.95,HAMMER MER,,,,,,,,Ellen's Silkscreening,,,Hammer Hat White,GWT 111 THREAD 1988,,1,7/31/14,6/28/15
21781,Noble  Notepad,272,22,10,STATIONERY,JOURNALS,,,,,,,Sweet Bella,,,Nolbe Notepad,LFN30,,1,7/29/14,1/14/15
22968,Notecard Focal Point 738,243,5.5,2.5,STATIONERY,NOTECARD,,,,,,,Modern Optic,,,Notecard Focal Point 738,738,,1,7/28/14,2/17/15
21331,The Italian Avant Garde,2525,31,17.05,BOOKS,MODERN,,,,,,,RAM PUBLICATIONS USA,,,The Italian Avant Garde,9783943365498,,1,7/25/14,11/29/14
22255,Scarf Ara  Citrus,297,188,70.5,ACCESSORY,SCARVES,,,,,,,Mapoesie,,,Scarf Ara  Citrus,A-ARA/31,,1,7/25/14,3/3/15
22261,Scarf Paradis Ocre Blue,297,204,77.8,ACCESSORY,SCARVES,,,,,,,Mapoesie,,,Scarf Paradis Ocre Blue,D-PARADIS/260,,1,7/25/14,2/3/15
22299,Scarf Talisman Passion,297,226,79.99,ACCESSORY,SCARVES,,,,,,,Mapoesie,,,Scarf Talisman Passion,G-TALISMAN/32,,1,7/25/14,11/20/14
23014,Graphic Mic-Mac II,667,49.5,29.7,BOOKS,DESIGN,,,,,,,IDEA BOOKS C/O GALGIANI,,,Graphic Mic-Mac II,2867254080800,,1,7/25/14,7/27/14
23015,Imprint - Visual Narratives,667,47.5,28.5,BOOKS,DESIGN,,,,,,,IDEA BOOKS C/O GALGIANI,,,Imprint - Visual Narratives,9789198087444,,1,7/25/14,7/31/14
23024,"Forensis, Arch of Public Truth",2525,40,22,BOOKS,ART CRIT,,,,,,,RAM PUBLICATIONS USA,,,"Forensis, Arch of Public Truth",9783956790119,,1,7/25/14,5/9/15
23025,"Subtraction, Critical Spat #4",2525,22,12.1,BOOKS,ART CRIT,,,,,,,RAM PUBLICATIONS USA,,,"Subtraction, Critical Spat #4",9783956790461,,1,7/25/14,8/9/14
23026,Taking a Line for a Walk,2525,72,39.6,BOOKS,CONTEMP,,,,,,,RAM PUBLICATIONS USA,,,Taking a Line for a Walk,9783864420726,,1,7/25/14,6/10/15
23032,Peacock With Hiccups,2525,20,11,BOOKS,ART CRIT,,,,,,,RAM PUBLICATIONS USA,,,Peacock With Hiccups,9783956790560,,1,7/25/14,9/6/14
22797,Ellsworth Kelly,37913,60,33,BOOKS,CONTEMP,,,,,,,PRESTEL,(888) 463-6110,,Ellsworth Kelly,9783791349657,,1,7/22/14,1/13/15
22801,What is a Photograph?,37913,49.95,27.4725,BOOKS,PHOTO,,,,,,,PRESTEL,(888) 463-6110,,What is a Photograph?,9783791353517,,1,7/22/14,1/16/15
22802,Taking Shots William Burroughs,37913,49.95,27.4725,BOOKS,PHOTO,,,,,,,PRESTEL,(888) 463-6110,,Taking Shots William Burroughs,9783791348797,,1,7/22/14,9/14/14
22818,Heath Ceramics,218,35,18.91,BOOKS,DESIGN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Heath Ceramics,9780811855600,,1,7/22/14,3/6/15
22919,Face Pots Dan McCarthy,347,10,5,BOOKS,CONTEMP,,,,,,,Hassla Books,,,Face Pots Dan McCarthy,9780984730094,,1,7/22/14,10/21/14
22958,Alexander Calder pop-up,218,24.95,13.48,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Alexander Calder pop-up,9781616892258,,1,7/22/14,10/4/14
22970,Port Summer 2014,90301,15.99,11.19,BOOKS,MAG,,,,,,,"SPEEDIMPEX USA, INC.",,,Port Summer 2014,,,1,7/22/14,1/17/15
22275,100 Bears,193,19.95,11.173,BOOKS,CHILDREN,,,,,,,PERSEUS DISTRIBUTION,Perseus 800-343-4499,,100 Bears,9781909263154,,1,7/18/14,3/7/15
22701,Scarf Tetra Stripe Oblong,913,60,30,ACCESSORY,SCARVES,LOOMLAB,,,LOOMLAB,800,,LOOMLAB,,,Scarf Tetra Stripe Oblong,EX4-006B,,1,7/18/14,7/19/14
22962,Frank Lloyd Wright on the West,87905,50,25,BOOKS,ARCH,,,,,,,GIBBS SMITH/PEREGRINE SMITH,801.544.9800,61205,Frank Lloyd Wright on the West,9781423634478,,1,7/18/14,8/17/14
22201,Pomelo's Big Adventure,193,17.95,10.052,BOOKS,CHILDREN,,CBSD,,,,,PERSEUS DISTRIBUTION,Perseus 800-343-4499,,Pomelo's Big Adventure,9781592701582,,1,7/3/14,3/24/15
22922,Colors and Shapes,193,12.99,7.2744,BOOKS,CHILDREN,,,,,,,PERSEUS DISTRIBUTION,Perseus 800-343-4499,,Colors and Shapes,9781609052287,,1,7/3/14,12/27/14
21757,x - Olive Harvester,255,14,5.39,HOME,KITCHEN,,,,,,,Kiosk,212.226.8601,,Olive Harvester,,,1,7/1/14,5/6/15
22889,Chris Marker: A Grin Without,1208,45,24.75,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Chris Marker: A Grin Without,9780854882281,,1,7/1/14,10/31/14
22233,Notecard Fruit Party,308,4.5,2.25,STATIONERY,NOTECARD,,,,,,,Red Cap,,,Notecard Fruit Party,JONO904,,1,6/27/14,5/28/15
22674,Ring Pinocchio Rose Gold,285,325,150,JEWELRY,RINGS,,,,Sylvie Auvray,,,Sylvie  Auvary,,,Ring Pinocchio rose gold,,,1,6/26/14,9/7/14
20299,Do It The Compendium,1208,35,19.252,BOOKS,CONTEMP,,,,Bruce Altshuler Hans Ulrich Ob,,,DAP/Perseus,800-343-4499,,Do It The Compendium,9781938922015,,1,6/18/14,12/10/13
22107,The Library beyond the Book,166,23.95,12.933,BOOKS,,,,,,,,TriLiteral,8004051619,580623,The Library beyond the Book,9780674725034,,1,6/18/14,8/5/14
22129,Architecture of Paul Rudolph,166,65,35.1,BOOKS,ARCH,,,,,,,TriLiteral,8004051619,580623,Architecture of Paul Rudolph,9780300149395,,1,6/18/14,4/28/15
22850,In The Darkness of The Night,8886,33.98,21,BOOKS,CHILDREN,,,,,,,Corraini Edizioni,,,In The Darkness of The Night,B2INGL,,1,6/18/14,10/30/14
22854,Dove Vivono Gli Architetti,8886,38.5,23.52,BOOKS,ARCH,,,,,,,Corraini Edizioni,,,Dove Vivono Gli Architetti,FC85,,1,6/18/14,8/23/14
22858,Piero Fornasetti,8886,46.5,28.56,BOOKS,DESIGN,,,,,,,Corraini Edizioni,,,Piero Fornasetti,TR10,,1,6/18/14,8/3/14
22867,Piccolo Dizionario Per Animali,8886,14,8.4,BOOKS,CHILDREN,,,,,,,Corraini Edizioni,,,Piccolo Dizionario Per Animali,B108,,1,6/18/14,12/21/14
22869,Bob Gill's A to Z,8886,22,13.44,BOOKS,CHILDREN,,,,,,,Corraini Edizioni,,,Bob Gill's A to Z,B72,,1,6/18/14,4/5/15
22872,Face to Face,8886,19,11.76,BOOKS,CHILDREN,,,,,,,Corraini Edizioni,,,Face to Face,D120,,1,6/18/14,1/18/15
22875,Dissident Futures,1208,35,17.5115,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Dissident Futures,9780982678961,,1,6/18/14,1/11/15
21841,liquor cabinet keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,liquor cabinet keychain,,,1,6/17/14,6/27/15
22485,Blue Palm Sock LG,314,22,8.128,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Blue Palm Sock LG,TR102 42/44,,1,6/17/14,6/24/15
22717,Le Morandine Candle set of 4,269,300,115.161,HOME,DECOR,,,,,,,Sonia Pedrazzini,,,Le Morandine Candle set of 4,OPTION 8,,1,6/17/14,2/16/15
22763,LAMOA t-shirt XS,138,35,17.5,APPAREL,MERCHAND,,,,,,,American Apparel,,,LAMOA t-shirt XS,2011P L.A.M.O.A.,,1,6/17/14,6/20/15
22781,MILA t-shirt XL,138,30,15,APPAREL,MERCHAND,,,,,,,American Apparel,,,MILA t-shirt XL,2011P WHITE MADE IN,,1,6/17/14,5/21/15
22080,Earrings Eyes,289,130,54.474,JEWELRY,,,,,Yaz Bukey,,,Yaz Bukey,,,Mirror Eye,YPF14-17,,1,6/5/14,8/2/14
22090,Brooch Hand,289,92,40.855,JEWELRY,PINS,,,,Yaz Bukey,,,Yaz Bukey,,,Brooch Hand,YPF14-25,,1,6/5/14,5/16/15
22756,PF1: The Church Issue,335,12,8,BOOKS,CONTEMP,,,,,,,Public Fiction,,,PF1: The Church Issue,,,1,6/5/14,1/12/15
22758,PF3: The Club Issue,335,20,12,BOOKS,CONTEMP,,,,,,,Public Fiction,,,PF3: The Club Issue,,,1,6/5/14,1/12/15
22389,Kathryn Andrews: Special Meat,1208,39.95,23.97,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Kathryn Andrews: Special Meat,9783863353759,,1,6/3/14,6/22/14
22500,Art Therapy for Conceptual,667,37,22.5,BOOKS,ART CRIT,Rollo Press Zurich,,,Neke Carson,,,IDEA BOOKS C/O GALGIANI,,,Art Therapy for Conceptual,,,1,5/29/14,3/15/15
22502,Gabriel Orozco Thinking In Cir,667,51.5,31.5,BOOKS,CONTEMP,,,,Briony Fer,,,IDEA BOOKS C/O GALGIANI,,,Gabriel Orozco Thinking In Cir,9781908612236,,1,5/29/14,1/17/15
22508,Maison Martin Margiela Street,667,87,47.1,BOOKS,FASHION,,,,,,,IDEA BOOKS C/O GALGIANI,,,Maison Martin Margiela Street,9784901759021,,1,5/29/14,12/30/14
22509,Fredun Shapur Playing With Des,667,53,32.1,BOOKS,DESIGN,,,,,,,IDEA BOOKS C/O GALGIANI,,,Fredun Shapur Playing With Des,978291959056,,1,5/29/14,3/10/15
22711,Sottsass,218,150,79.5,BOOKS,ARCH,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Sottsass,9780714865843,,1,5/29/14,
22363,Words Not Spent Today Buy,1208,29.95,16.4725,BOOKS,ART CRIT,APERTURE,,,David Levi Strauss,,,DAP/Perseus,800-343-4499,,Words Not Spent Today Buy,9781597112710,,1,5/27/14,8/23/14
22061,Ring Turkish Gold plate bronze,285,325,150,JEWELRY,RINGS,,,,Sylvie Auvray,,,Sylvie  Auvary,,,Ring Turkish Bronze gold plate,,,1,5/20/14,7/26/14
22006,End Pages,280,40,24,BOOKS,CONTEMP,,book fair,,Nic Herman,,,Nic Herman,,,End Pages,,,1,5/14/14,6/19/14
22692,Stephen Shore: From Galilee,218,100,53,BOOKS,PHOTO,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Stephen Shore: From Galilee,9780714867069,,1,5/14/14,
